body_part,equipment,name,target,secondary_muscles_full,difficulty,sets,reps
full body,clubbell,double clubbell inside circle,abdominals,"rectus abdominis, gluteus maximus, brachioradialis",intermediate,4,12-15
full body,clubbell,double clubbell outside circle,abdominals,"rectus abdominis, gluteus maximus, brachioradialis",intermediate,4,12-15
full body,clubbell,clubbell side to side swing,abdominals,"obliques, gluteus maximus",intermediate,4,15-18
upper body,"dumbbell, bench (incline)",double dumbbell close grip incline bench press,triceps,"triceps brachii , pectoralis major, anterior deltoids",beginner,3,12-15
upper body,cable,cable rope tricep pushdown ,triceps,"triceps brachii , anconeus, brachioradialis",beginner,2,12-15
upper body,barbell,barbell incline push up,pectorals,"pectoralis major, triceps brachii, anterior deltoids",beginner,3,12-15
upper body,bodyweight,bodyweight kneeling push up,pectorals,"pectoralis major, triceps brachii, anterior deltoids",beginner,2,12-15
upper body,suspension trainer,suspension push up,pectorals,"pectoralis major, triceps brachii, anterior deltoids",beginner,2,10-12
upper body,suspension trainer,suspension chest fly,pectorals,"pectoralis major, anterior deltoids, biceps brachii",beginner,2,10-12
upper body,"stability ball, dumbbell",stability ball double dumbbell chest fly,pectorals,"pectoralis major, anterior deltoids, biceps brachii",beginner,3,12-15
upper body,"stability ball, dumbbell",stability ball dumbbell pullover ,back,"latissimus dorsi, pectoralis major, triceps brachii",beginner,3,12-15
lower body,tire,tire feet elevated glute bridge,glutes,"gluteus maximus, biceps femoris, erector spinae",beginner,3,12-15
upper body,"dumbbell, bench (incline)",double dumbbell incline bench chest fly,pectorals,"pectoralis major, anterior deltoids, biceps brachii",beginner,3,12-15
upper body,suspension trainer,suspension low row,back,latissimus dorsi,beginner,3,12-15
full body,tire,tire flip,back,"latissimus dorsi, quadriceps femoris",advanced,4,10-12
lower body,tire,tire in and out squat jump,quadriceps,"quadriceps femoris, gluteus maximus",intermediate,3,12-15
lower body,kettlebell,kettlebell goblet alternating forward lunge,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",beginner,2,12-15
lower body,dumbbell,double dumbbell suitcase feet elevated calf raise,calves,"gastrocnemius, soleus, tibialis anterior",beginner,2,10-12
lower body,dumbbell,double dumbbell suitcase calf raise,calves,"gastrocnemius, soleus, tibialis posterior",beginner,2,12-15
upper body,suspension trainer,suspension mid row,back,latissimus dorsi,beginner,2,10-12
lower body,"dumbbell, bench (flat)",double dumbbell seated calf raise,calves,"soleus, gastrocnemius, tibialis posterior",beginner,3,10-12
lower body,"barbell, bench (flat)",barbell seated calf raise,calves,"soleus, gastrocnemius, tibialis posterior",beginner,2,10-12
lower body,clubbell,double clubbell order feet elevated calf raise,calves,"gastrocnemius, soleus, tibialis anterior",beginner,2,12-15
lower body,clubbell,double clubbell order calf raise,calves,"gastrocnemius, soleus, tibialis posterior",beginner,2,12-15
lower body,clubbell,clubbell order feet elevated calf raise,calves,"gastrocnemius, soleus, tibialis anterior",beginner,2,10-12
lower body,clubbell,clubbell order calf raise,calves,"gastrocnemius, soleus, tibialis posterior",beginner,3,12-15
lower body,clubbell,single arm clubbell order feet elevated calf raise,calves,"gastrocnemius, soleus, tibialis anterior",beginner,3,12-15
lower body,clubbell,single arm clubbell order calf raise,calves,"gastrocnemius, soleus, tibialis posterior",beginner,2,10-12
lower body,bodyweight,bodyweight hand assisted feet elevated calf raise,calves,"gastrocnemius, soleus, tibialis anterior",beginner,2,10-12
lower body,bodyweight,bodyweight hand assisted calf raise,calves,"gastrocnemius, soleus, tibialis posterior",beginner,2,10-12
lower body,bodyweight,bodyweight calf raise,calves,"gastrocnemius, soleus, tibialis posterior",beginner,2,12-15
lower body,bodyweight,bodyweight hand assisted foot elevated single leg calf raise,calves,"gastrocnemius, soleus, tibialis anterior",beginner,3,12-15
lower body,bodyweight,bodyweight hand assisted single leg calf raise,calves,"gastrocnemius, soleus, tibialis posterior",beginner,3,10-12
lower body,bodyweight,bodyweight single leg calf raise,calves,"gastrocnemius, soleus, tibialis posterior",beginner,2,10-12
lower body,barbell,barbell front rack feet elevated calf raise,calves,"gastrocnemius, soleus, tibialis anterior",intermediate,3,15-18
lower body,kettlebell,kettlebell goblet alternating reverse lunge,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",beginner,3,12-15
core,kettlebell,double kettlebell l sit flutter kicks,hip flexors,"iliopsoas, rectus abdominis",advanced,4,10-12
lower body,dumbbell,double dumbbell front rack feet elevated calf raise,calves,"gastrocnemius, soleus, tibialis anterior",beginner,2,12-15
lower body,dumbbell,double dumbbell front rack calf raise,calves,"gastrocnemius, soleus, tibialis posterior",beginner,2,10-12
lower body,barbell,barbell back rack feet elevated calf raise,calves,"gastrocnemius, soleus, tibialis anterior",intermediate,3,12-15
core,tire,tire mountain climber,abdominals,"rectus abdominis, iliopsoas, anterior deltoids",beginner,2,12-15
lower body,bodyweight,bodyweight wall supported tibialis raise,shins,"tibialis anterior, extensor digitorum longus, extensor hallucis longus",beginner,2,12-15
lower body,cable,cable seated tibialis raise,shins,"tibialis anterior, extensor digitorum longus, extensor hallucis longus",beginner,3,10-12
lower body,cable,cable seated single leg tibialis raise,shins,"tibialis anterior, extensor digitorum longus, extensor hallucis longus",beginner,3,10-12
lower body,kettlebell,kettlebell goblet walking lunge,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",beginner,3,12-15
lower body,"dumbbell, bench (flat)",dumbbell seated tibialis raise,shins,"tibialis anterior, extensor digitorum longus, extensor hallucis longus",beginner,2,10-12
lower body,kettlebell,kettlebell horn grip alternating lateral lunge,quadriceps,"quadriceps femoris, gluteus maximus, adductor magnus",beginner,2,12-15
lower body,kettlebell,kettlebell low hold alternating lateral lunge,quadriceps,"quadriceps femoris, gluteus maximus, adductor magnus",beginner,2,12-15
lower body,"dumbbell, bench (flat)",double dumbbell seated feet elevated calf raise,calves,"soleus, gastrocnemius, tibialis posterior",beginner,2,10-12
lower body,"barbell, bench (flat)",barbell seated feet elevated calf raise,calves,"soleus, gastrocnemius, tibialis posterior",beginner,2,12-15
lower body,kettlebell,kettlebell horn grip alternating forward lunge,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",beginner,3,12-15
lower body,tire,tire leg press,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,3,15-18
full body,cable,cable isometric split squat pallof press,abdominals,"obliques, rectus abdominis",intermediate,3,12-15
lower body,bodyweight,bodyweight isometric split squat calf raise,calves,"soleus, gastrocnemius, quadriceps femoris",intermediate,4,12-15
lower body,bodyweight,bodyweight isometric split squat foot elevated calf raise,calves,"soleus, gastrocnemius, quadriceps femoris",intermediate,3,15-18
lower body,dumbbell,double dumbbell suitcase isometric split squat calf raise,calves,"soleus, gastrocnemius, quadriceps femoris",advanced,4,10-12
lower body,dumbbell,double dumbbell suitcase isometric split squat foot elevated calf raise,calves,"soleus, gastrocnemius, quadriceps femoris",advanced,4,8-10
lower body,kettlebell,kettlebell horn grip alternating reverse lunge,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",beginner,2,10-12
lower body,kettlebell,kettlebell horn grip walking lunge,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",beginner,2,12-15
lower body,barbell,barbell back rack isometric split squat calf raise,calves,"soleus, gastrocnemius, quadriceps femoris",advanced,5,10-12
lower body,barbell,barbell back rack isometric split squat foot elevated calf raise,calves,"soleus, gastrocnemius, quadriceps femoris",advanced,4,8-10
lower body,barbell,barbell front rack isometric split squat calf raise,calves,"soleus, gastrocnemius, quadriceps femoris",advanced,5,8-10
lower body,barbell,barbell front rack isometric split squat foot elevated calf raise,calves,"soleus, gastrocnemius, quadriceps femoris",advanced,5,8-10
lower body,dumbbell,single arm dumbbell suitcase hand assisted ipsilateral foot elevated single leg calf raise,calves,"gastrocnemius, soleus, tibialis anterior",beginner,3,10-12
core,kettlebell,double kettlebell straddle l sit,abdominals,rectus abdominis,advanced,5,8-10
lower body,dumbbell,double dumbbell front rack isometric split squat calf raise,calves,"soleus, gastrocnemius, quadriceps femoris",advanced,4,10-12
lower body,dumbbell,double dumbbell front rack isometric split squat foot elevated calf raise,calves,"soleus, gastrocnemius, quadriceps femoris",advanced,5,10-12
lower body,kettlebell,single arm kettlebell front rack low switch cossack squat,quadriceps,"quadriceps femoris, adductor magnus, gluteus maximus",intermediate,4,12-15
lower body,kettlebell,single arm kettlebell front rack foot elevated contralateral cossack squat,quadriceps,"quadriceps femoris, adductor magnus, gluteus maximus",intermediate,3,15-18
lower body,bodyweight,bodyweight squat jump,quadriceps,"quadriceps femoris, gluteus maximus",intermediate,4,12-15
lower body,"dumbbell, plyo box",double dumbbell suitcase alternating step up,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",beginner,3,12-15
lower body,"dumbbell, plyo box",double dumbbell front rack step up,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",beginner,2,10-12
upper body,"cable, bench (flat)",cable v grip seated low row,back,latissimus dorsi,beginner,2,12-15
upper body,resistance band,resistance band half kneeling face pull,shoulders,"posterior deltoids, infraspinatus, teres minor",beginner,3,12-15
upper body,bodyweight,bodyweight prone cobra,back,erector spinae ,beginner,2,10-12
full body,barbell,barbell hang power snatch,glutes,"gluteus maximus, anterior deltoids ",advanced,4,8-10
full body,barbell,barbell hang squat snatch,quadriceps,"quadriceps femoris, gluteus maximus",advanced,4,8-10
upper body,"dumbbell, bench (flat)",double dumbbell seated reverse fly,shoulders,posterior deltoids,beginner,3,12-15
upper body,"dumbbell, bench (flat)",single arm dumbbell seated concentration curl,biceps,"biceps brachii, brachialis, brachioradialis",beginner,2,12-15
upper body,"dumbbell, bench (flat)",alternating double dumbbell seated bicep curl,biceps,"biceps brachii, brachialis, brachioradialis",beginner,2,12-15
upper body,dumbbell,alternating double dumbbell front raise,shoulders,"anterior deltoids, pectoralis major, biceps brachii",beginner,2,12-15
upper body,"cable, bench (flat)",cable wide grip lat pulldown,back,"latissimus dorsi, biceps brachii",beginner,3,12-15
upper body,"cable, bench (flat)",cable reverse grip lat pulldown,back,"latissimus dorsi, biceps brachii",beginner,2,12-15
upper body,"cable, bench (flat)",cable v grip lat pulldown,back,"latissimus dorsi, biceps brachii",beginner,3,12-15
core,bodyweight,bodyweight bicycle crunch,abdominals,"obliques, rectus abdominis",beginner,2,10-12
lower body,bodyweight,bodyweight broad jump,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,4,15-18
core,bodyweight,bodyweight forearm plank,abdominals,rectus abdominis,beginner,3,12-15
core,parallette bars,parallette plank,abdominals,rectus abdominis,beginner,3,12-15
full body,clubbell,double clubbell clean to shoulder park squat,quadriceps,"quadriceps femoris, gluteus maximus",intermediate,3,15-18
lower body,clubbell,clubbell shoulder park squat,quadriceps,"quadriceps femoris, gluteus maximus",beginner,2,12-15
lower body,clubbell,single arm clubbell shoulder park squat,quadriceps,"quadriceps femoris, gluteus maximus",beginner,2,12-15
lower body,clubbell,clubbell swing to alternating shoulder park squat,quadriceps,"quadriceps femoris, gluteus maximus",intermediate,3,12-15
upper body,"dumbbell, bench (flat)",single arm dumbbell bench press,pectorals,"pectoralis major, triceps brachii",beginner,3,10-12
upper body,"dumbbell, bench (flat)",double dumbbell bench press,pectorals,"pectoralis major, triceps brachii",beginner,2,12-15
full body,barbell,barbell split jerk,shoulders,"anterior deltoids, triceps brachii, gluteus minimus",advanced,5,10-12
full body,barbell,barbell power clean to split jerk,shoulders,"anterior deltoids, gluteus maximus",advanced,5,10-12
upper body,"dumbbell, bench (incline)",double dumbbell incline bench press,pectorals,"pectoralis major, triceps brachii",beginner,3,10-12
full body,barbell,barbell power jerk,shoulders,"anterior deltoids, triceps brachii, gluteus minimus",intermediate,3,15-18
full body,barbell,barbell squat jerk,quadriceps,"quadriceps femoris, gluteus maximus, anterior deltoids",advanced,5,10-12
upper body,kettlebell,double kettlebell bent over row,back,"latissimus dorsi, rhomboids, posterior deltoids",beginner,2,10-12
upper body,bodyweight,bodyweight seated wall angels,shoulders,"posterior deltoids, infraspinatus, teres minor",beginner,3,12-15
upper body,parallette bars,parallette kneeling close grip push up,triceps,"triceps brachii, pectoralis major",beginner,2,12-15
upper body,kettlebell,double kettlebell shrug,trapezius,"upper trapezius, levator scapulae, rhomboids",beginner,2,12-15
lower body,bodyweight,bodyweight alternating split squat jump,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,3,12-15
upper body,suspension trainer,suspension y raise,shoulders,posterior deltoids,beginner,2,10-12
upper body,bodyweight,bodyweight standing wall angels,shoulders,"posterior deltoids, infraspinatus, teres minor",beginner,3,12-15
core,kettlebell,double kettlebell mountain climber,abdominals,"rectus abdominis, iliopsoas, anterior deltoids",beginner,3,12-15
